air_date,season,episode_overall,episode_in_season,song,original_artist,genre,original_release_year,years_since_release,performed_by,is_cameo,duet_with,version_covered,rerun,video_id,video_url,video_source,video_title,video_views,video_seconds
2023-02-23,4,647,107,Peacefully,GEMS,,,,Kelly Clarkson,no,,,no,Oz7zisbb0fg,https://www.youtube.com/watch?v=Oz7zisbb0fg,KC Videos archive,Kellyoke | Peacefully (GEMS),4100,90
2023-02-24,4,648,108,Reunited,Peaches & Herb,R&B / Soul,1979,44,Kelly Clarkson,no,,,no,OZZ7FKHZxYE,https://www.youtube.com/watch?v=OZZ7FKHZxYE,KC Videos archive,Kellyoke | Reunited (Peaches & Herb),5000,104
2023-02-27,4,649,109,Stay Away,Muna,Pop,,,Kelly Clarkson,no,,,no,TmIvDGPRtA8,https://www.youtube.com/watch?v=TmIvDGPRtA8,KC Videos archive,Kellyoke | Stayaway (MUNA),41000,116
2023-02-28,4,650,110,1979,The Smashing Pumpkins,Rock,1996,27,Kelly Clarkson,no,,,no,g4fnSbT8w5k,https://www.youtube.com/watch?v=g4fnSbT8w5k,KC Videos archive,Kellyoke | 1979 (Smashing Pumpkins),7500,110
2023-03-01,4,651,111,Blue,Ingrid Andress,Country,1958,65,Kelly Clarkson,no,,,no,jL--LhHYGu4,https://www.youtube.com/watch?v=jL--LhHYGu4,KC Videos archive,Kellyoke | Blue (Ingrid Andress),10000,128
2023-03-02,4,652,112,In the Meantime,Spacehog,Rock,1996,27,Kelly Clarkson,no,,,no,sEBd1yP4JLg,https://www.youtube.com/watch?v=sEBd1yP4JLg,KC Videos archive,Kellyoke | In the Meantime (Spacehog),15000,109
2023-03-03,4,653,113,You Are a Tourist,Death Cab for Cutie,Rock,2011,12,Kelly Clarkson,no,,,no,zeoSzZz7L7A,https://www.youtube.com/watch?v=zeoSzZz7L7A,Xavier Del Cid archive,Kelly Clarkson Covers You Are a Tourist' By Death Cab for Cutie  l  Kellyoke,46,127
2023-03-13,4,654,114,She Wants to Move,N.E.R.D,,2004,19,Kelly Clarkson,no,,,no,3SmlaLyYaug,https://www.youtube.com/watch?v=3SmlaLyYaug,KC Videos archive,Kelloyke | She Wants to Move (N.E.R.D.),6100,107
2023-03-14,4,655,115,Rebel Yell,Billy Idol,Rock,1984,39,Kelly Clarkson,no,,,yes,_yBNUh2-t1E,https://www.youtube.com/watch?v=_yBNUh2-t1E,KC Videos archive,Kellyoke | Rebel Yell (Billy Idol),22000,105
2023-03-15,4,656,116,My Life,Billy Joel,Rock,1978,45,Kelly Clarkson,no,,,no,nUs5osJoDoA,https://www.youtube.com/watch?v=nUs5osJoDoA,KC Videos archive,Kellyoke | My Life (Billy Joel),23000,107
2023-03-16,4,657,117,Somethin' Stupid,Frank Sinatra & Nancy Sinatra,Pop,1967,56,Kelly Clarkson,no,Zachary Levi,,no,Syam06lrF6I,https://www.youtube.com/watch?v=Syam06lrF6I,KC Videos archive,Kellyoke | Something Stupid [with Zachary Levi] (Frank & Nancy Sinatra),365000,114
2023-03-17,4,658,118,Pick Up Your Feelings,Jazmine Sullivan,R&B / Soul,2020,3,Kelly Clarkson,no,,,no,0jqD3HYZkmk,https://www.youtube.com/watch?v=0jqD3HYZkmk,KC Videos archive,Kellyoke | Pick Up Your Feelings (Jazmine Sullivan),119000,112
2023-03-20,4,659,119,Free,Florence + the Machine,Pop,2022,1,Kelly Clarkson,no,,,no,29yP6hq9oOc,https://www.youtube.com/watch?v=29yP6hq9oOc,KC Videos archive,Kellyoke | Free (Florence + The Machine),19000,104
2023-03-21,4,660,120,Gotta Get Thru This,Daniel Bedingfield,Electronic,2001,22,Kelly Clarkson,no,,,no,rE5aQwHzbSc,https://www.youtube.com/watch?v=rE5aQwHzbSc,KC Videos archive,Kellyoke | Gotta Get Through This (Daniel Bedingfield),11000,110
2023-03-22,4,661,121,When I Think of You,Janet Jackson,Pop,1986,37,Kelly Clarkson,no,,,no,h4ervu8trEQ,https://www.youtube.com/watch?v=h4ervu8trEQ,KC Videos archive,Kellyoke | When I Think of You (Janet Jackson),11000,106
2023-03-23,4,662,122,Are You Gonna Go My Way,Lenny Kravitz,Rock,1993,30,Kelly Clarkson,no,,,no,4m3FgCAi8Vw,https://www.youtube.com/watch?v=4m3FgCAi8Vw,KC Videos archive,Kellyoke | Are You Gonna Go My Way (Lenny Kravitz),10000,94
2023-03-27,4,663,123,It Ain't Over 'til It's Over,Lenny Kravitz,R&B / Soul,1991,32,Kelly Clarkson,no,,,no,dZUaUajsbCg,https://www.youtube.com/watch?v=dZUaUajsbCg,KC Videos archive,Kellyoke | It Ain't Over 'til It's Over (Lenny Kravitz),20000,109
2023-03-28,4,664,124,(I Just) Died in Your Arms,Cutting Crew,Rock,1986,37,Kelly Clarkson,no,,,no,HMANM30P3vU,https://www.youtube.com/watch?v=HMANM30P3vU,KC Videos archive,Kellyoke | (I Just) Died In Your Arms  (Cutting Crew),37000,113
2023-03-29,4,665,125,Salt Water,Raveena Aurora,R&B / Soul,,,Kelly Clarkson,no,,,no,H5zG8AMZQ3w,https://www.youtube.com/watch?v=H5zG8AMZQ3w,KC Videos archive,Kellyoke | Salt Water (María Isabel),3800,109
2023-03-30,4,666,126,ABCDEFU,Gayle,Rock,2021,2,Kelly Clarkson,no,,,no,GvUaHgm2hs4,https://www.youtube.com/watch?v=GvUaHgm2hs4,KC Videos archive,Kellyoke | abcdefu (Gayle),197000,114
2023-03-31,4,667,127,That's All,Genesis,Pop,1983,40,Kelly Clarkson,no,,,no,W_xiDTQ02PU,https://www.youtube.com/watch?v=W_xiDTQ02PU,KC Videos archive,Kellyoke | That's All (Genesis),13000,95
2023-04-03,4,668,128,Young Hearts Run Free,Candi Staton,Electronic,1976,47,Kelly Clarkson,no,,,no,jLvEeY7QIgk,https://www.youtube.com/watch?v=jLvEeY7QIgk,KC Videos archive,Kellyoke | Young Hearts Run Free (Candi Staton),19000,110
2023-04-04,4,669,129,American Woman,The Guess Who,Rock,1970,53,Kelly Clarkson,no,,Lenny Kravitz version,no,P7as69n-Eho,https://www.youtube.com/watch?v=P7as69n-Eho,KC Videos archive,Kellyoke | American Woman (Lenny Kravitz),7000,116
2023-04-05,4,670,130,A Case of You,Joni Mitchell,Folk,1971,52,Kelly Clarkson,no,,,no,DvQh7gPeNY0,https://www.youtube.com/watch?v=DvQh7gPeNY0,KC Videos archive,Kellyoke | A Case of You (Joni Mitchell),6200,98
2023-04-06,4,671,131,Best of My Love,The Emotions,Electronic,1977,46,Kelly Clarkson,no,,,no,Rb-dynqgRN4,https://www.youtube.com/watch?v=Rb-dynqgRN4,KC Videos archive,Kellyoke | Best of My Love (The Emotions),9900,106
2023-04-10,4,672,132,Glory Days,Bruce Springsteen,Rock,1985,38,Kelly Clarkson,no,Charles Esten,,no,eE8csmd_XUM,https://www.youtube.com/watch?v=eE8csmd_XUM,KC Videos archive,Kellyoke | Glory Days [with Charles Esten] (Bruce Springsteen),7800,102
2023-04-11,4,673,133,Brown Eyed Girl,Van Morrison,Rock,1967,56,Kelly Clarkson,no,,,no,MhjQs8D55i4,https://www.youtube.com/watch?v=MhjQs8D55i4,KC Videos archive,Kellyoke | Brown Eyed Girl (Van Morrison),9300,101
2023-04-12,4,674,134,Clean,Taylor Swift,Pop,,,Kelly Clarkson,no,,,no,vWIBbWaPxAw,https://www.youtube.com/watch?v=vWIBbWaPxAw,KC Videos archive,Kellyoke | Clean (Taylor Swift),254000,100
2023-04-13,4,675,135,Don't You (Forget About Me),Simple Minds,Rock,1985,38,Kelly Clarkson,no,,,no,kW60qxadxbA,https://www.youtube.com/watch?v=kW60qxadxbA,KC Videos archive,Kellyoke | Don't You (Forget About Me) (Simple Minds),23000,113
2023-04-17,4,676,136,Can't Pretend,Tom Odell,R&B / Soul,2013,10,Kelly Clarkson,no,,,no,cLhkP9n-zpU,https://www.youtube.com/watch?v=cLhkP9n-zpU,KC Videos archive,Kellyoke | Can't Pretend (Tom Odell),19000,110
2023-04-18,4,677,137,Mine,Kelly Clarkson,Pop,2023,0,Kelly Clarkson,no,,,no,IyN7ydRBWSI,https://www.youtube.com/watch?v=IyN7ydRBWSI,KC Videos archive,Kellyoke | mine (Kelly Clarkson),42000,190
2023-04-19,4,678,138,Faithfully,Journey,Rock,1983,40,Kelly Clarkson,no,,,no,0wgJlqGwXYU,https://www.youtube.com/watch?v=0wgJlqGwXYU,KC Videos archive,Kellyoke |  Faithfully (Journey),80000,108
2023-04-20,4,679,139,La Bamba,,Rock,1958,65,Kelly Clarkson,no,,,no,PE1xaVp5-q4,https://www.youtube.com/watch?v=PE1xaVp5-q4,KC Videos archive,Kellyoke | La Bamba (Ritchie Valens),19000,112
2023-04-21,4,680,140,Magic,Coldplay,Pop,2023,0,Kelly Clarkson,no,,,no,4LhnPvqa4qs,https://www.youtube.com/watch?v=4LhnPvqa4qs,KC Videos archive,Kellyoke | Magic (Coldplay),16000,108
2023-04-24,4,681,141,I Know,Dionne Farris,,1995,28,Kelly Clarkson,no,,,no,eBfeHbbCx9s,https://www.youtube.com/watch?v=eBfeHbbCx9s,KC Videos archive,Kellyoke | I Know (Dionne Farris),2800,118
2023-04-25,4,682,142,Human,Rag'n'Bone Man,R&B / Soul,2016,7,Kelly Clarkson,no,,,no,yhlGviDRRM0,https://www.youtube.com/watch?v=yhlGviDRRM0,KC Videos archive,Kellyoke | Human (Rag'n'Bone Man),30000,111
2023-04-26,4,683,143,Alive,Empire of the Sun,Pop,2013,10,Kelly Clarkson,no,,,no,y7BTo43CFUo,https://www.youtube.com/watch?v=y7BTo43CFUo,KC Videos archive,Kellyoke | Alive (Empire of the Sun),3700,101
2023-04-27,4,684,144,The Only Exception,Paramore,Rock,2010,13,Kelly Clarkson,no,,,no,Nhhh-4wLaCY,https://www.youtube.com/watch?v=Nhhh-4wLaCY,KC Videos archive,Kellyoke | The Only Exception (Paramore),91000,119
2023-04-28,4,685,145,Slow,Rumer,Pop,2010,13,Kelly Clarkson,no,,,no,aTY1HFuArXc,https://www.youtube.com/watch?v=aTY1HFuArXc,KC Videos archive,Kellyoke | Slow (Rumer),2800,113
2023-05-01,4,686,146,Since U Been Gone,Kelly Clarkson,Rock,2004,19,Kelly Clarkson,no,Lorna Courtney of & Juliet,,no,TVYzC4r-NVg,https://www.youtube.com/watch?v=TVYzC4r-NVg,KC Videos archive,Kellyoke | Since U Been Gone [with Lorna Courtney] (Kelly Clarkson),26000,124
2023-05-02,4,687,147,New York Minute,Don Henley,Rock,1989,34,Kelly Clarkson,no,,,no,z4BURjzSn_4,https://www.youtube.com/watch?v=z4BURjzSn_4,KC Videos archive,Kellyoke | New York Minute (Don Henley),7300,108
2023-05-03,4,688,148,A Special Place,Danielle Bradbery,Country,,,Kelly Clarkson,no,,,no,smZM6TndXGc,https://www.youtube.com/watch?v=smZM6TndXGc,Xavier Del Cid archive,Kelly Clarkson Covers A Special Place By Danielle Bradbery l Kellyoke,57,127
2023-05-04,4,689,149,Wicked Game,Chris Isaak,Rock,1989,34,Kelly Clarkson,no,,,yes,NYMtMNd07Z4,https://www.youtube.com/watch?v=NYMtMNd07Z4,KC Videos archive,Kellyoke | Wicked Game (Chris Isaak),33000,109
2023-05-05,4,690,150,A-O-K,Tai Verdes,Rock,2021,2,Kelly Clarkson,no,,,yes,84LgAEbKkMg,https://www.youtube.com/watch?v=84LgAEbKkMg,KC Videos archive,Kellyoke - A-O-K (Tai Verdes),15000,102
2023-05-09,4,691,151,Bridge over Troubled Water,Simon & Garfunkel,Rock,1970,53,Kelly Clarkson,no,,,no,gMxNcVuiWS0,https://www.youtube.com/watch?v=gMxNcVuiWS0,Xavier Del Cid archive,Kelly Clarkson Covers Bridge Over Troubled Water By Eva Cassidy l  Kellyoke,690,146
2023-05-11,4,692,152,Somebody Told Me,The Killers,Rock,2004,19,Kelly Clarkson,no,,,no,tQ5PuuC5v-U,https://www.youtube.com/watch?v=tQ5PuuC5v-U,KC Videos archive,Kellyoke | Somebody Told Me (The Killers),24000,119
2023-05-15,4,693,153,Can't Get You Out Of My Head,Kylie Minogue,Pop,2001,22,Kelly Clarkson,no,,,yes,_TaeHquwQUw,https://www.youtube.com/watch?v=_TaeHquwQUw,KC Videos archive,Kellyoke | Can't Get You Out of My Head (Kylie Minogue),15000,88
2023-05-17,4,694,154,Feels Like Home,Randy Newman,Country,1999,24,Kelly Clarkson,no,,,no,BAlrCghl294,https://www.youtube.com/watch?v=BAlrCghl294,KC Videos archive,Kellyoke | Feels Like Home (Randy Newman),20000,113
2023-05-18,4,695,155,Maneater,Hall & Oates,Pop,1982,41,Kelly Clarkson,no,,,no,hqcCyGzPbM4,https://www.youtube.com/watch?v=hqcCyGzPbM4,KC Videos archive,Kellyoke | Maneater (Hall & Oates),8900,98
2023-05-22,4,696,156,Yours,Russell Dickerson,Country,2015,8,Kelly Clarkson,no,,,no,PAL-0kaZI_g,https://www.youtube.com/watch?v=PAL-0kaZI_g,KC Videos archive,"Kellyoke | Yours (Now, Now)",7800,96
2023-05-23,4,697,157,If He Wanted to He Would,Kylie Morgan,,,,Kelly Clarkson,no,,,no,uC66q-UJKPA,https://www.youtube.com/watch?v=uC66q-UJKPA,KC Videos archive,Kellyoke | If He Wanted To He Would (Kylie Morgan),11000,105
2023-05-30,4,698,158,All Around the World,Lisa Stansfield,R&B / Soul,1989,34,Kelly Clarkson,no,,,no,N5M5tzDI6aE,https://www.youtube.com/watch?v=N5M5tzDI6aE,KC Videos archive,Kellyoke | All Around The World (Lisa Stansfield),8800,108
2023-06-01,4,699,159,Falling Slowly,Glen Hansard & Markéta Irglová,Folk,2006,17,Kelly Clarkson,no,Corey Ward,,yes,giAAMzryM0U,https://www.youtube.com/watch?v=giAAMzryM0U,KC Videos archive,Kellyoke | Falling Slowly (with Corey Ward),17000,116
2023-06-05,4,700,160,Sorry,Justin Bieber,Reggae,2015,8,Kelly Clarkson,no,,,yes,lYMtwfGVFyk,https://www.youtube.com/watch?v=lYMtwfGVFyk,KC Videos archive,Kellyoke | Sorry (Justin Bieber),31000,106
2023-06-08,4,701,161,Can't Stop,Red Hot Chili Peppers,Rock,2003,20,Kelly Clarkson,no,,,no,d5gpXSxPzdA,https://www.youtube.com/watch?v=d5gpXSxPzdA,KC Videos archive,Kellyoke | Can't Stop (Red Hot Chili Peppers),26000,102
2023-06-12,4,702,162,Pure Imagination,Fiona Apple,Pop,1971,52,Kelly Clarkson,no,,,no,pTD1CXwmU5M,https://www.youtube.com/watch?v=pTD1CXwmU5M,KC Videos archive,Kellyoke | Pure Imagination (Fiona Apple),8000,101
2023-10-16,5,703,1,I Won't Give Up,Kelly Clarkson,Pop,2023,0,Kelly Clarkson,no,,,no,9wyEoTbbsbI,https://www.youtube.com/watch?v=9wyEoTbbsbI,KC Videos archive,Kellyoke | i won't give up (Kelly Clarkson),18000,222
2023-10-17,5,704,2,Stronger (What Doesn't Kill You),Kelly Clarkson,Pop,2012,11,Kelly Clarkson,no,Billy Porter,,no,fos0jo6O22M,https://www.youtube.com/watch?v=fos0jo6O22M,KC Videos archive,Kellyoke |  Stronger [with Billy Porter] (Kelly Clarkson),8900,132
2023-10-18,5,705,3,New Attitude,Patti LaBelle,Rock,1984,39,Kelly Clarkson,no,,,no,T5-wjZfOl-M,https://www.youtube.com/watch?v=T5-wjZfOl-M,KC Videos archive,Kellyoke | New Attitude [ft. Paul Shaffer] (Patti LaBelle),19000,137
2023-10-19,5,706,4,Smiling,Alanis Morissette,Rock,2020,3,Kelly Clarkson,no,,,no,-Rmjq0u82Rg,https://www.youtube.com/watch?v=-Rmjq0u82Rg,KC Videos archive,Kellyoke | Smiling (Alanis Morissette),8200,131
2023-10-20,5,707,5,Crimson and Clover,Tommy James and the Shondells,Pop,1968,55,Kelly Clarkson,no,,,no,ZauEJfuBRoo,https://www.youtube.com/watch?v=ZauEJfuBRoo,KC Videos archive,Kellyoke | Crimson and Clover (Tommy James & the Shondells),13000,97
2023-10-23,5,708,6,Fighter,Christina Aguilera,Rock,2003,20,Kelly Clarkson,no,,,no,G-BnsctNOtM,https://www.youtube.com/watch?v=G-BnsctNOtM,KC Videos archive,Kellyoke | Fighter (Christina Aguilera),19000,113
2023-10-24,5,709,7,When It Comes to You,Cody Johnson,Country,,,Kelly Clarkson,no,,,no,IvlZqZ-dWwU,https://www.youtube.com/watch?v=IvlZqZ-dWwU,KC Videos archive,Kellyoke | When It Comes to You (Cody Johnson),10000,112
2023-10-25,5,710,8,Always In My Head,Coldplay,Electronic,2014,9,Kelly Clarkson,no,,,no,Ek-tehhtBLQ,https://www.youtube.com/watch?v=Ek-tehhtBLQ,KC Videos archive,Kellyoke |  Always in My Head (Coldplay),6500,120
2023-10-26,5,711,9,Lucky Star,Madonna,Pop,1983,40,Kelly Clarkson,no,,,no,N5Bh1xWDlVA,https://www.youtube.com/watch?v=N5Bh1xWDlVA,KC Videos archive,Kellyoke | Lucky Star (Madonna),14000,97
2023-10-27,5,712,10,1-2-3,Gloria Estefan & Miami Sound Machine,Latin,1988,35,Kelly Clarkson,no,,,no,FtFws5ohV9I,https://www.youtube.com/watch?v=FtFws5ohV9I,KC Videos archive,Kellyoke | 1-2- 3 (Gloria Estefan and Miami Sound Machine),8500,112
2023-10-30,5,713,11,Breakeven,The Script,Rock,2008,15,Kelly Clarkson,no,,,no,Npt8nXMGFF0,https://www.youtube.com/watch?v=Npt8nXMGFF0,Courtney O'shea archive,Kellyoke | Breakeven (The Script),51000,109
2023-10-31,5,714,12,vampire,Olivia Rodrigo,Pop,2023,0,Kelly Clarkson,no,,,no,Z9aQNpjX45c,https://www.youtube.com/watch?v=Z9aQNpjX45c,KC Videos archive,Kellyoke | vampire (Olivia Rodrigo),33000,122
2023-11-01,5,715,13,Tell It to My Heart,Taylor Dayne,Pop,1987,36,Kelly Clarkson,no,,,no,BSznpgryhhA,https://www.youtube.com/watch?v=BSznpgryhhA,KC Videos archive,Kellyoke | Tell It To My Heart (Taylor Dayne),25000,108
2023-11-02,5,716,14,Smile,Nat King Cole,R&B / Soul,,,Kelly Clarkson,no,,,no,S1_2eszlbDY,https://www.youtube.com/watch?v=S1_2eszlbDY,KC Videos archive,Kellyoke | Smile (Nat King Cole),6900,104
2023-11-03,5,717,15,"Love, You Didn't Do Right By Me",Rosemary Clooney,Pop,1954,69,Kelly Clarkson,no,,,no,XWMJeIRUvxs,https://www.youtube.com/watch?v=XWMJeIRUvxs,KC Videos archive,"Kellyoke | Love, You Didn't Do Right By Me (Rosemary Clooney)",8300,103
2023-11-06,5,718,16,Can I Stay,Ray LaMontagne,Rock,2006,17,Kelly Clarkson,no,,,no,NwY4yBu6JWE,https://www.youtube.com/watch?v=NwY4yBu6JWE,KC Videos archive,Kellyoke | Can I Stay (Ray LaMontagne),3700,108
2023-11-07,5,719,17,"Mama, Dolly, Jesus",Madeline Edwards,,,,Kelly Clarkson,no,,,no,mCN_2tuK64U,https://www.youtube.com/watch?v=mCN_2tuK64U,KC Videos archive,"Kellyoke | Mama, Dolly, Jesus (Madeline Edwards)",4500,102
2023-11-08,5,720,18,Unwritten,Natasha Bedingfield,R&B / Soul,2004,19,Kelly Clarkson,no,,,no,Wfx1Z8Bl4JE,https://www.youtube.com/watch?v=Wfx1Z8Bl4JE,KC Videos archive,Kellyoke | Unwritten (Natasha Bedingfield),21000,112
2023-11-09,5,721,19,Low,Kelly Clarkson,Pop,2003,20,Kelly Clarkson,no,,,no,ef1t0H0-3Vs,https://www.youtube.com/watch?v=ef1t0H0-3Vs,KC Videos archive,Kellyoke (Classic) | Low,8300,107
2023-11-10,5,722,20,I'm Gonna Be (500 Miles),The Proclaimers,Rock,1988,35,Kelly Clarkson,no,,,no,EcnbnL_W0cQ,https://www.youtube.com/watch?v=EcnbnL_W0cQ,KC Videos archive,Kellyoke | I'm Gonna Be (500 Miles) (The Proclaimers),29000,116
2023-11-13,5,723,21,Superstition,Stevie Wonder,R&B / Soul,1972,51,Kelly Clarkson,no,Lacey Scaffer-Thomas,,no,xnHw_ueQu_I,https://www.youtube.com/watch?v=xnHw_ueQu_I,KC Videos archive,Kellyoke | Superstition [with Lacey Scaffer-Thomas] (Stevie Wonder),7200,134
2023-11-14,5,724,22,That's Right,Kelly Clarkson featuring Sheila E,Pop,2023,0,Kelly Clarkson,no,Sheila E.,,no,TPVyl8vXMXc,https://www.youtube.com/watch?v=TPVyl8vXMXc,KC Videos archive,Kellyoke (Classic) | that's right [with Sheila E.],6500,151
2023-11-15,5,725,23,Watermelon Moonshine,Lainey Wilson,Country,2023,0,Kelly Clarkson,no,,,no,Vg-dSEmKNeE,https://www.youtube.com/watch?v=Vg-dSEmKNeE,KC Videos archive,Kellyoke | Watermelon Moonshine (Lainey Wilson),7000,114
2023-11-16,5,726,24,Lighthouse,Kelly Clarkson,Pop,2023,0,Kelly Clarkson,no,,,no,dtIaGXRwt4g,https://www.youtube.com/watch?v=dtIaGXRwt4g,KC Videos archive,Kellyoke (Classic) | lighthouse,24000,144
2023-11-17,5,727,25,Nature Boy,Nat King Cole,R&B / Soul,1948,75,Kelly Clarkson,no,,,no,QbxMdyOAvfE,https://www.youtube.com/watch?v=QbxMdyOAvfE,KC Videos archive,Kellyoke | Nature Boy (Nat King Cole),4600,128
2023-11-20,5,728,26,I Get a Kick Out of You,Cole Porter,,1934,89,Kelly Clarkson,no,,,no,PfTuumwPG0g,https://www.youtube.com/watch?v=PfTuumwPG0g,KC Videos archive,Kellyoke | I Get a Kick Out of You (Frank Sinatra),4200,136
2023-11-21,5,729,27,Bonfire at Tina's,Ashley McBryde,Country,,,Kelly Clarkson,no,,,no,IAh4bSY7JPI,https://www.youtube.com/watch?v=IAh4bSY7JPI,KC Videos archive,Kellyoke | Bonfire At Tina's (Ashley McBryde),4800,124
2023-11-22,5,730,28,Down to You,Kelly Clarkson,Pop,2023,0,Kelly Clarkson,no,,,no,L82Nsu5Sowo,https://www.youtube.com/watch?v=L82Nsu5Sowo,KC Videos archive,Kellyoke (Classic) | down to you,8300,115
2023-11-27,5,731,29,Like Eating Glass,Bloc Party,Rock,,,Kelly Clarkson,no,,,no,VmrAY109Jqk,https://www.youtube.com/watch?v=VmrAY109Jqk,KC Videos archive,Kellyoke | Like Eating Glass (Bloc Party),8700,101
2023-11-28,5,732,30,Location,Khalid,Rock,2016,7,Kelly Clarkson,no,,,no,PU5COaNLqBc,https://www.youtube.com/watch?v=PU5COaNLqBc,KC Videos archive,Kellyoke | Location (Khalid),5600,110
2023-11-29,5,733,31,Daylight,David Kushner,Pop,2023,0,Kelly Clarkson,no,,,no,J8_aLYMKI2k,https://www.youtube.com/watch?v=J8_aLYMKI2k,KC Videos archive,Kellyoke | Daylight (David Kushner),18000,129
2023-11-30,5,734,32,Missing You,John Waite,Rock,1984,39,Kelly Clarkson,no,,,no,Dl6JVg4TLK0,https://www.youtube.com/watch?v=Dl6JVg4TLK0,KC Videos archive,Kellyoke | Missing You (John Waite),10000,125
2023-12-01,5,735,33,Desperado,The Eagles,Rock,1973,50,Kelly Clarkson,no,,,no,msdcgSmSp04,https://www.youtube.com/watch?v=msdcgSmSp04,Courtney O'shea archive,Kellyoke | Desperado (Eagles),18000,116
2023-12-04,5,736,34,Dear Insecurity,Brandy Clark,Country,2023,0,Kelly Clarkson,no,Brandy Clark,,no,yyXXrLcJf80,https://www.youtube.com/watch?v=yyXXrLcJf80,KC Videos archive,Kellyoke | Dear Insecurity [with Brandy Clark] (Brandy Clark),7800,140
2023-12-05,5,737,35,Never Too Much,Luther Vandross,R&B / Soul,1981,42,Kelly Clarkson,no,,,no,OEDbvZauUQ8,https://www.youtube.com/watch?v=OEDbvZauUQ8,KC Videos archive,Kellyoke | Never Too Much (Luther Vandross),5600,126
2023-12-06,5,738,36,Vogue,Madonna,Electronic,1990,33,Kelly Clarkson,no,,,no,E-B_ngNtujo,https://www.youtube.com/watch?v=E-B_ngNtujo,KC Videos archive,Kellyoke | Vogue (Madonna),10000,105
2023-12-07,5,739,37,Wildfire,Cautious Clay,R&B / Soul,,,Kelly Clarkson,no,,,no,6RCapHkJ1nY,https://www.youtube.com/watch?v=6RCapHkJ1nY,KC Videos archive,Kellyoke | Wildfire (Cautious Clay),4100,95
2023-12-08,5,740,38,Grown-Up Christmas List,Amy Grant,Christmas,1989,34,Kelly Clarkson,no,,,no,i7aZhAKPi_8,https://www.youtube.com/watch?v=i7aZhAKPi_8,KC Videos archive,Kellyoke | Grown-Up Christmas List (Amy Grant),5200,114
2023-12-11,5,741,39,Glow,Kelly Clarkson & Chris Stapleton,Christmas,2021,2,Kelly Clarkson,no,,,no,7JYaHoa0_Pw,https://www.youtube.com/watch?v=7JYaHoa0_Pw,KC Videos archive,Kellyoke | Glow (Kelly Clarkson),3500,118
2023-12-12,5,742,40,Wrapped in Red,Kelly Clarkson,R&B / Soul,2014,9,Kelly Clarkson,no,,,no,RM92BcJAqQI,https://www.youtube.com/watch?v=RM92BcJAqQI,Courtney O'shea archive,Kellyoke | Wrapped in Red (Kelly Clarkson),3800,131
2023-12-13,5,743,41,Christmas Eve,Kelly Clarkson,Pop,2017,6,Kelly Clarkson,no,,,no,uH_B2hyAA8g,https://www.youtube.com/watch?v=uH_B2hyAA8g,Courtney O'shea archive,Kellyoke | Christmas Eve (Kelly Clarkson),3200,106
2023-12-14,5,744,42,4 Carats,Kelly Clarkson,Pop,2013,10,Kelly Clarkson,no,,,no,u6l7Fif_LE8,https://www.youtube.com/watch?v=u6l7Fif_LE8,KC Videos archive,Kellyoke | 4 Carats (Kelly Clarkson),2100,114
2023-12-15,5,745,43,Blue Christmas,Elvis Presley,Christmas,1964,59,Kelly Clarkson,no,,,no,cIWykoXYEwM,https://www.youtube.com/watch?v=cIWykoXYEwM,KC Videos archive,Kellyoke | Blue Christmas (Elvis Presley),3000,112
2023-12-18,5,746,44,O Holy Night,,Classical,,,Kelly Clarkson,no,,,no,0dXgdhQ-RTk,https://www.youtube.com/watch?v=0dXgdhQ-RTk,KC Videos archive,Kellyoke | O Holy Night,15000,123
2023-12-19,5,747,45,DJ Play a Christmas Song,Cher,Pop,2023,0,Kelly Clarkson,no,,,no,l_am8DBio_o,https://www.youtube.com/watch?v=l_am8DBio_o,KC Videos archive,Kellyoke | DJ Play A Christmas Song (Cher),42000,119
2023-12-20,5,748,46,This Christmas,Donny Hathaway,Christmas,1970,53,Kelly Clarkson,no,,,no,9EtI1v4ICyI,https://www.youtube.com/watch?v=9EtI1v4ICyI,KC Videos archive,Kellyoke | This Christmas (Donny Hathaway),2300,120
2023-12-21,5,749,47,Christmas in Sarajevo,Savatage,Christmas,1996,27,Kelly Clarkson,no,,,no,JNWBrhA0ung,https://www.youtube.com/watch?v=JNWBrhA0ung,Weekly recap,,,
2023-12-22,5,750,48,Underneath the Tree,Kelly Clarkson,Pop,2013,10,Kelly Clarkson,no,,,no,-xcQ9C83JbM,https://www.youtube.com/watch?v=-xcQ9C83JbM,Courtney O'shea archive,Kellyoke | Underneath the Tree,119,136
2024-01-08,5,751,49,Eternal Flame,The Bangles,Rock,1989,35,Kelly Clarkson,no,,,no,b96hCMaGKQM,https://www.youtube.com/watch?v=b96hCMaGKQM,KC Videos archive,Kellyoke | Eternal Flame (The Bangles),19000,104
2024-01-09,5,752,50,Tossed Salad and Scrambled Eggs,Kelsey Grammer,,,,Kelly Clarkson,no,Kelsey Grammer,,no,sWgKsv7gLq0,https://www.youtube.com/watch?v=sWgKsv7gLq0,Weekly recap,,,
2024-01-10,5,753,51,Used to Be Young,Miley Cyrus,Pop,2023,1,Kelly Clarkson,no,,,no,ELKJ9XUXpx4,https://www.youtube.com/watch?v=ELKJ9XUXpx4,Courtney O'shea archive,Kellyoke | Used To Be Young (Miley Cyrus),10000,104
